Cliente,Dirección,Latitud,Longitud,Teléfono de contacto,Correo electrónico de contacto,Mes,Fecha
Cliente 78830,"Calle 12 y 44, La Plata",-34.579317,-58.534451,1160078830,cte78830@duff.com.ar,October 2025,2025-10-25
Cliente 78831,"Av. Calchaquí 2300, Quilmes",-34.469954,-58.526391,1160078831,cte78831@duff.com.ar,October 2025,2025-10-25
Cliente 78832,"Av. Rivadavia 1000, CABA",-34.490682,-58.420506,1160078832,cte78832@duff.com.ar,October 2025,2025-10-25
Cliente 78833,"Calle 12 y 44, La Plata",-34.510195,-58.725722,1160078833,cte78833@duff.com.ar,October 2025,2025-10-25
Cliente 78834,"Av. Rivadavia 1000, CABA",-34.497564,-58.550325,1160078834,cte78834@duff.com.ar,October 2025,2025-10-25
Cliente 78835,"Av. Santa Fe 2300, Palermo",-34.434127,-58.37312,1160078835,cte78835@duff.com.ar,October 2025,2025-10-25
Cliente 78836,"San Martín 800, Lanús",-34.416802,-58.405367,1160078836,cte78836@duff.com.ar,October 2025,2025-10-25
Cliente 78837,"Av. Mitre 200, Quilmes",-34.514328,-58.669037,1160078837,cte78837@duff.com.ar,October 2025,2025-10-25
Cliente 78838,"Av. Calchaquí 2300, Quilmes",-34.565232,-58.440564,1160078838,cte78838@duff.com.ar,October 2025,2025-10-25
Cliente 78839,"Av. Santa Fe 2300, Palermo",-34.409445,-58.446623,1160078839,cte78839@duff.com.ar,October 2025,2025-10-25
Cliente 78840,"San Martín 800, Lanús",-34.441495,-58.364202,1160078840,cte78840@duff.com.ar,October 2025,2025-10-25
Cliente 78841,"Av. Rivadavia 1000, CABA",-34.412874,-58.702899,1160078841,cte78841@duff.com.ar,October 2025,2025-10-25
Cliente 78842,"Av. Calchaquí 2300, Quilmes",-34.426854,-58.389042,1160078842,cte78842@duff.com.ar,October 2025,2025-10-25
Cliente 78843,"Av. Rivadavia 1000, CABA",-34.578848,-58.396348,1160078843,cte78843@duff.com.ar,October 2025,2025-10-25
Cliente 78844,"Av. Rivadavia 1000, CABA",-34.45925,-58.462086,1160078844,cte78844@duff.com.ar,October 2025,2025-10-25
Cliente 78845,"Av. Calchaquí 2300, Quilmes",-34.40732,-58.598325,1160078845,cte78845@duff.com.ar,October 2025,2025-10-25
Cliente 78846,"Av. Calchaquí 2300, Quilmes",-34.450563,-58.457337,1160078846,cte78846@duff.com.ar,October 2025,2025-10-25
Cliente 78847,"San Martín 800, Lanús",-34.44692,-58.545291,1160078847,cte78847@duff.com.ar,October 2025,2025-10-25
Cliente 78848,"Belgrano 500, Morón",-34.494819,-58.403989,1160078848,cte78848@duff.com.ar,October 2025,2025-10-25
Cliente 78849,"Av. Hipólito Yrigoyen 16000, Lomas",-34.556512,-58.503105,1160078849,cte78849@duff.com.ar,October 2025,2025-10-25
Cliente 78850,"Av. Santa Fe 2300, Palermo",-34.497007,-58.584096,1160078850,cte78850@duff.com.ar,October 2025,2025-10-25
Cliente 78851,"Av. Rivadavia 1000, CABA",-34.42194,-58.731465,1160078851,cte78851@duff.com.ar,October 2025,2025-10-25
Cliente 78852,"Calle 12 y 44, La Plata",-34.528576,-58.458607,1160078852,cte78852@duff.com.ar,October 2025,2025-10-25
Cliente 78853,"Av. Calchaquí 2300, Quilmes",-34.509475,-58.434495,1160078853,cte78853@duff.com.ar,October 2025,2025-10-25
Cliente 78854,"Av. Hipólito Yrigoyen 16000, Lomas",-34.501326,-58.690481,1160078854,cte78854@duff.com.ar,October 2025,2025-10-25
Cliente 78855,"Av. Libertador 15000, San Isidro",-34.472562,-58.615972,1160078855,cte78855@duff.com.ar,October 2025,2025-10-25
Cliente 78856,"Av. Santa Fe 2300, Palermo",-34.567989,-58.504513,1160078856,cte78856@duff.com.ar,October 2025,2025-10-25
Cliente 78857,"San Martín 800, Lanús",-34.430905,-58.576063,1160078857,cte78857@duff.com.ar,October 2025,2025-10-25
Cliente 78858,"Av. Calchaquí 2300, Quilmes",-34.539691,-58.36742,1160078858,cte78858@duff.com.ar,October 2025,2025-10-25
Cliente 78859,"Av. Maipú 300, Vicente López",-34.461897,-58.59754,1160078859,cte78859@duff.com.ar,October 2025,2025-10-25
Cliente 78860,"Calle 12 y 44, La Plata",-34.540113,-58.693681,1160078860,cte78860@duff.com.ar,October 2025,2025-10-25
Cliente 78861,"Ruta 8 Km 30, San Miguel",-34.507192,-58.615778,1160078861,cte78861@duff.com.ar,October 2025,2025-10-25
Cliente 78862,"Av. Calchaquí 2300, Quilmes",-34.4009,-58.583525,1160078862,cte78862@duff.com.ar,October 2025,2025-10-25
Cliente 78863,"Ruta 8 Km 30, San Miguel",-34.566337,-58.6374,1160078863,cte78863@duff.com.ar,October 2025,2025-10-25
Cliente 78864,"Av. Mitre 200, Quilmes",-34.599012,-58.52623,1160078864,cte78864@duff.com.ar,October 2025,2025-10-25
Cliente 78865,"Av. Rivadavia 1000, CABA",-34.421865,-58.513053,1160078865,cte78865@duff.com.ar,October 2025,2025-10-25
Cliente 78866,"Belgrano 500, Morón",-34.583092,-58.43996,1160078866,cte78866@duff.com.ar,October 2025,2025-10-25
Cliente 78867,"San Martín 800, Lanús",-34.566073,-58.640471,1160078867,cte78867@duff.com.ar,October 2025,2025-10-25
Cliente 78868,"San Martín 800, Lanús",-34.559566,-58.371983,1160078868,cte78868@duff.com.ar,October 2025,2025-10-25
Cliente 78869,"San Martín 800, Lanús",-34.49933,-58.455654,1160078869,cte78869@duff.com.ar,October 2025,2025-10-25
Cliente 78870,"San Martín 800, Lanús",-34.439795,-58.540063,1160078870,cte78870@duff.com.ar,October 2025,2025-10-25
Cliente 78871,"Av. Corrientes 1234, CABA",-34.467762,-58.635412,1160078871,cte78871@duff.com.ar,October 2025,2025-10-25
Cliente 78872,"San Martín 800, Lanús",-34.4046,-58.684116,1160078872,cte78872@duff.com.ar,October 2025,2025-10-25
Cliente 78873,"Av. Santa Fe 2300, Palermo",-34.586935,-58.614083,1160078873,cte78873@duff.com.ar,October 2025,2025-10-25
Cliente 78874,"Av. Santa Fe 2300, Palermo",-34.409044,-58.558027,1160078874,cte78874@duff.com.ar,October 2025,2025-10-25
Cliente 78875,"Av. Corrientes 1234, CABA",-34.586018,-58.474485,1160078875,cte78875@duff.com.ar,October 2025,2025-10-25
Cliente 78876,"Calle 12 y 44, La Plata",-34.402056,-58.748025,1160078876,cte78876@duff.com.ar,October 2025,2025-10-25
Cliente 78877,"Belgrano 500, Morón",-34.504714,-58.432075,1160078877,cte78877@duff.com.ar,October 2025,2025-10-25
Cliente 78878,"Av. Rivadavia 1000, CABA",-34.509878,-58.6136,1160078878,cte78878@duff.com.ar,October 2025,2025-10-25
Cliente 78879,"Av. Mitre 200, Quilmes",-34.558899,-58.696493,1160078879,cte78879@duff.com.ar,October 2025,2025-10-25
Cliente 78880,"Ruta 8 Km 30, San Miguel",-34.58027,-58.440128,1160078880,cte78880@duff.com.ar,October 2025,2025-10-25
Cliente 78881,"Av. Santa Fe 2300, Palermo",-34.537455,-58.568043,1160078881,cte78881@duff.com.ar,October 2025,2025-10-25
Cliente 78882,"Av. Mitre 200, Quilmes",-34.430678,-58.590872,1160078882,cte78882@duff.com.ar,October 2025,2025-10-25
Cliente 78883,"San Martín 800, Lanús",-34.585125,-58.582808,1160078883,cte78883@duff.com.ar,October 2025,2025-10-25
Cliente 78884,"Av. Libertador 15000, San Isidro",-34.485584,-58.744102,1160078884,cte78884@duff.com.ar,October 2025,2025-10-25
Cliente 78885,"San Martín 800, Lanús",-34.483764,-58.690104,1160078885,cte78885@duff.com.ar,October 2025,2025-10-25
Cliente 78886,"Av. Mitre 200, Quilmes",-34.577971,-58.466551,1160078886,cte78886@duff.com.ar,October 2025,2025-10-25
Cliente 78887,"San Martín 800, Lanús",-34.570507,-58.710018,1160078887,cte78887@duff.com.ar,October 2025,2025-10-25
Cliente 78888,"Av. Hipólito Yrigoyen 16000, Lomas",-34.509451,-58.586505,1160078888,cte78888@duff.com.ar,October 2025,2025-10-25
Cliente 78889,"San Martín 800, Lanús",-34.469342,-58.370097,1160078889,cte78889@duff.com.ar,October 2025,2025-10-25
Cliente 78890,"Av. Mitre 200, Quilmes",-34.581249,-58.374715,1160078890,cte78890@duff.com.ar,October 2025,2025-10-25
Cliente 78891,"Av. Maipú 300, Vicente López",-34.452283,-58.640053,1160078891,cte78891@duff.com.ar,October 2025,2025-10-25
Cliente 78892,"Av. Maipú 300, Vicente López",-34.421215,-58.7307,1160078892,cte78892@duff.com.ar,October 2025,2025-10-25
Cliente 78893,"San Martín 800, Lanús",-34.40331,-58.43902,1160078893,cte78893@duff.com.ar,October 2025,2025-10-25
Cliente 78894,"Av. Maipú 300, Vicente López",-34.53406,-58.47605,1160078894,cte78894@duff.com.ar,October 2025,2025-10-25
Cliente 78895,"Av. Corrientes 1234, CABA",-34.405287,-58.611764,1160078895,cte78895@duff.com.ar,October 2025,2025-10-25
Cliente 78896,"Calle 12 y 44, La Plata",-34.51136,-58.412721,1160078896,cte78896@duff.com.ar,October 2025,2025-10-25
Cliente 78897,"Av. Rivadavia 1000, CABA",-34.510148,-58.701266,1160078897,cte78897@duff.com.ar,October 2025,2025-10-25
Cliente 78898,"Av. Santa Fe 2300, Palermo",-34.469939,-58.611296,1160078898,cte78898@duff.com.ar,October 2025,2025-10-25
Cliente 78899,"Av. Mitre 200, Quilmes",-34.411471,-58.707293,1160078899,cte78899@duff.com.ar,October 2025,2025-10-25
Cliente 78900,"Av. Santa Fe 2300, Palermo",-34.501392,-58.454002,1160078900,cte78900@duff.com.ar,October 2025,2025-10-25
Cliente 78901,"Av. Santa Fe 2300, Palermo",-34.420811,-58.450263,1160078901,cte78901@duff.com.ar,October 2025,2025-10-25
Cliente 78902,"Av. Calchaquí 2300, Quilmes",-34.412896,-58.450661,1160078902,cte78902@duff.com.ar,October 2025,2025-10-25
Cliente 78903,"Av. Calchaquí 2300, Quilmes",-34.539703,-58.414639,1160078903,cte78903@duff.com.ar,October 2025,2025-10-25
Cliente 78904,"Av. Corrientes 1234, CABA",-34.491883,-58.4666,1160078904,cte78904@duff.com.ar,October 2025,2025-10-25
Cliente 78905,"Av. Maipú 300, Vicente López",-34.54106,-58.357296,1160078905,cte78905@duff.com.ar,October 2025,2025-10-25
Cliente 78906,"Av. Santa Fe 2300, Palermo",-34.477193,-58.40623,1160078906,cte78906@duff.com.ar,October 2025,2025-10-25
Cliente 78907,"Belgrano 500, Morón",-34.417017,-58.538183,1160078907,cte78907@duff.com.ar,October 2025,2025-10-25
Cliente 78908,"Av. Calchaquí 2300, Quilmes",-34.448107,-58.378343,1160078908,cte78908@duff.com.ar,October 2025,2025-10-25
Cliente 78909,"Belgrano 500, Morón",-34.548679,-58.627075,1160078909,cte78909@duff.com.ar,October 2025,2025-10-25
Cliente 78910,"Av. Maipú 300, Vicente López",-34.428748,-58.620936,1160078910,cte78910@duff.com.ar,October 2025,2025-10-25
Cliente 78911,"Av. Santa Fe 2300, Palermo",-34.553067,-58.729442,1160078911,cte78911@duff.com.ar,October 2025,2025-10-25
Cliente 78912,"Av. Calchaquí 2300, Quilmes",-34.521815,-58.399072,1160078912,cte78912@duff.com.ar,October 2025,2025-10-25
Cliente 78913,"San Martín 800, Lanús",-34.54661,-58.353657,1160078913,cte78913@duff.com.ar,October 2025,2025-10-25
Cliente 78914,"Av. Calchaquí 2300, Quilmes",-34.594378,-58.656217,1160078914,cte78914@duff.com.ar,October 2025,2025-10-25
Cliente 78915,"San Martín 800, Lanús",-34.484934,-58.431664,1160078915,cte78915@duff.com.ar,October 2025,2025-10-25
Cliente 78916,"Av. Mitre 200, Quilmes",-34.491966,-58.725979,1160078916,cte78916@duff.com.ar,October 2025,2025-10-25
Cliente 78917,"Av. Calchaquí 2300, Quilmes",-34.520138,-58.405587,1160078917,cte78917@duff.com.ar,October 2025,2025-10-25
Cliente 78918,"Av. Mitre 200, Quilmes",-34.582212,-58.543942,1160078918,cte78918@duff.com.ar,October 2025,2025-10-25
Cliente 78919,"San Martín 800, Lanús",-34.470886,-58.351647,1160078919,cte78919@duff.com.ar,October 2025,2025-10-25
Cliente 78920,"San Martín 800, Lanús",-34.556668,-58.372493,1160078920,cte78920@duff.com.ar,October 2025,2025-10-25
Cliente 78921,"Av. Santa Fe 2300, Palermo",-34.508017,-58.727233,1160078921,cte78921@duff.com.ar,October 2025,2025-10-25
Cliente 78922,"Av. Libertador 15000, San Isidro",-34.429462,-58.714138,1160078922,cte78922@duff.com.ar,October 2025,2025-10-25
Cliente 78923,"Av. Maipú 300, Vicente López",-34.580631,-58.748579,1160078923,cte78923@duff.com.ar,October 2025,2025-10-25
Cliente 78924,"Calle 12 y 44, La Plata",-34.52072,-58.667729,1160078924,cte78924@duff.com.ar,October 2025,2025-10-25
Cliente 78925,"Calle 12 y 44, La Plata",-34.567546,-58.406273,1160078925,cte78925@duff.com.ar,October 2025,2025-10-25
Cliente 78926,"Av. Corrientes 1234, CABA",-34.503819,-58.570003,1160078926,cte78926@duff.com.ar,October 2025,2025-10-25
Cliente 78927,"Belgrano 500, Morón",-34.439363,-58.579507,1160078927,cte78927@duff.com.ar,October 2025,2025-10-25
Cliente 78928,"Belgrano 500, Morón",-34.57325,-58.709088,1160078928,cte78928@duff.com.ar,October 2025,2025-10-25
Cliente 78929,"Belgrano 500, Morón",-34.53341,-58.455711,1160078929,cte78929@duff.com.ar,October 2025,2025-10-25
Cliente 78930,"Av. Hipólito Yrigoyen 16000, Lomas",-34.479584,-58.400539,1160078930,cte78930@duff.com.ar,October 2025,2025-10-25
Cliente 78931,"Av. Corrientes 1234, CABA",-34.569251,-58.558375,1160078931,cte78931@duff.com.ar,October 2025,2025-10-25
Cliente 78932,"Av. Rivadavia 1000, CABA",-34.433914,-58.459801,1160078932,cte78932@duff.com.ar,October 2025,2025-10-25
Cliente 78933,"Av. Santa Fe 2300, Palermo",-34.542775,-58.640633,1160078933,cte78933@duff.com.ar,October 2025,2025-10-27
Cliente 78934,"Av. Libertador 15000, San Isidro",-34.517965,-58.742588,1160078934,cte78934@duff.com.ar,October 2025,2025-10-27
Cliente 78935,"Av. Corrientes 1234, CABA",-34.568,-58.60417,1160078935,cte78935@duff.com.ar,October 2025,2025-10-27
Cliente 78936,"Av. Santa Fe 2300, Palermo",-34.454673,-58.497451,1160078936,cte78936@duff.com.ar,October 2025,2025-10-27
Cliente 78937,"Calle 12 y 44, La Plata",-34.40129,-58.612838,1160078937,cte78937@duff.com.ar,October 2025,2025-10-27
Cliente 78938,"Av. Mitre 200, Quilmes",-34.428763,-58.611693,1160078938,cte78938@duff.com.ar,October 2025,2025-10-27
Cliente 78939,"San Martín 800, Lanús",-34.549487,-58.551998,1160078939,cte78939@duff.com.ar,October 2025,2025-10-27
Cliente 78940,"Av. Corrientes 1234, CABA",-34.50279,-58.625365,1160078940,cte78940@duff.com.ar,October 2025,2025-10-27
Cliente 78941,"Av. Mitre 200, Quilmes",-34.422191,-58.378582,1160078941,cte78941@duff.com.ar,October 2025,2025-10-27
Cliente 78942,"Av. Calchaquí 2300, Quilmes",-34.492783,-58.488839,1160078942,cte78942@duff.com.ar,October 2025,2025-10-27
Cliente 78943,"Av. Mitre 200, Quilmes",-34.463458,-58.632488,1160078943,cte78943@duff.com.ar,October 2025,2025-10-27
Cliente 78944,"Av. Hipólito Yrigoyen 16000, Lomas",-34.464862,-58.588623,1160078944,cte78944@duff.com.ar,October 2025,2025-10-27
Cliente 78945,"Av. Libertador 15000, San Isidro",-34.515819,-58.399496,1160078945,cte78945@duff.com.ar,October 2025,2025-10-27
Cliente 78946,"Ruta 8 Km 30, San Miguel",-34.488487,-58.376305,1160078946,cte78946@duff.com.ar,October 2025,2025-10-27
Cliente 78947,"Av. Libertador 15000, San Isidro",-34.453946,-58.528878,1160078947,cte78947@duff.com.ar,October 2025,2025-10-27
Cliente 78948,"Av. Calchaquí 2300, Quilmes",-34.458843,-58.617322,1160078948,cte78948@duff.com.ar,October 2025,2025-10-27
Cliente 78949,"San Martín 800, Lanús",-34.507437,-58.570796,1160078949,cte78949@duff.com.ar,October 2025,2025-10-27
Cliente 78950,"Av. Corrientes 1234, CABA",-34.434503,-58.62241,1160078950,cte78950@duff.com.ar,October 2025,2025-10-27
Cliente 78951,"Av. Maipú 300, Vicente López",-34.489353,-58.57855,1160078951,cte78951@duff.com.ar,October 2025,2025-10-27
Cliente 78952,"Ruta 8 Km 30, San Miguel",-34.411475,-58.408205,1160078952,cte78952@duff.com.ar,October 2025,2025-10-27
Cliente 78953,"Av. Calchaquí 2300, Quilmes",-34.413745,-58.574662,1160078953,cte78953@duff.com.ar,October 2025,2025-10-27
Cliente 78954,"Ruta 8 Km 30, San Miguel",-34.520594,-58.640781,1160078954,cte78954@duff.com.ar,October 2025,2025-10-27
Cliente 78955,"Av. Maipú 300, Vicente López",-34.552366,-58.572695,1160078955,cte78955@duff.com.ar,October 2025,2025-10-27
Cliente 78956,"Av. Maipú 300, Vicente López",-34.566707,-58.351536,1160078956,cte78956@duff.com.ar,October 2025,2025-10-27
Cliente 78957,"Av. Hipólito Yrigoyen 16000, Lomas",-34.565124,-58.44939,1160078957,cte78957@duff.com.ar,October 2025,2025-10-27
Cliente 78958,"San Martín 800, Lanús",-34.433221,-58.366342,1160078958,cte78958@duff.com.ar,October 2025,2025-10-27
Cliente 78959,"San Martín 800, Lanús",-34.539718,-58.399333,1160078959,cte78959@duff.com.ar,October 2025,2025-10-27
Cliente 78960,"Av. Hipólito Yrigoyen 16000, Lomas",-34.54189,-58.548118,1160078960,cte78960@duff.com.ar,October 2025,2025-10-27
Cliente 78961,"Av. Rivadavia 1000, CABA",-34.48443,-58.545372,1160078961,cte78961@duff.com.ar,October 2025,2025-10-27
Cliente 78962,"Av. Libertador 15000, San Isidro",-34.567839,-58.354262,1160078962,cte78962@duff.com.ar,October 2025,2025-10-27
Cliente 78963,"Av. Rivadavia 1000, CABA",-34.565707,-58.723807,1160078963,cte78963@duff.com.ar,October 2025,2025-10-27
Cliente 78964,"Av. Maipú 300, Vicente López",-34.599133,-58.451003,1160078964,cte78964@duff.com.ar,October 2025,2025-10-27
Cliente 78965,"Av. Santa Fe 2300, Palermo",-34.589828,-58.660281,1160078965,cte78965@duff.com.ar,October 2025,2025-10-27
Cliente 78966,"Belgrano 500, Morón",-34.495394,-58.662178,1160078966,cte78966@duff.com.ar,October 2025,2025-10-27
Cliente 78967,"Av. Calchaquí 2300, Quilmes",-34.434189,-58.559503,1160078967,cte78967@duff.com.ar,October 2025,2025-10-27
Cliente 78968,"Av. Calchaquí 2300, Quilmes",-34.422084,-58.394938,1160078968,cte78968@duff.com.ar,October 2025,2025-10-27
Cliente 78969,"Belgrano 500, Morón",-34.505746,-58.663301,1160078969,cte78969@duff.com.ar,October 2025,2025-10-27
Cliente 78970,"Av. Hipólito Yrigoyen 16000, Lomas",-34.527006,-58.395864,1160078970,cte78970@duff.com.ar,October 2025,2025-10-27
Cliente 78971,"Av. Maipú 300, Vicente López",-34.435105,-58.654375,1160078971,cte78971@duff.com.ar,October 2025,2025-10-27
Cliente 78972,"Av. Maipú 300, Vicente López",-34.501426,-58.456108,1160078972,cte78972@duff.com.ar,October 2025,2025-10-27
Cliente 78973,"San Martín 800, Lanús",-34.538408,-58.468879,1160078973,cte78973@duff.com.ar,October 2025,2025-10-27
Cliente 78974,"San Martín 800, Lanús",-34.580777,-58.537797,1160078974,cte78974@duff.com.ar,October 2025,2025-10-27
Cliente 78975,"Av. Calchaquí 2300, Quilmes",-34.520919,-58.725214,1160078975,cte78975@duff.com.ar,October 2025,2025-10-27
Cliente 78976,"Ruta 8 Km 30, San Miguel",-34.432603,-58.635992,1160078976,cte78976@duff.com.ar,October 2025,2025-10-27
Cliente 78977,"Belgrano 500, Morón",-34.561857,-58.519378,1160078977,cte78977@duff.com.ar,October 2025,2025-10-27
Cliente 78978,"Av. Calchaquí 2300, Quilmes",-34.422349,-58.419627,1160078978,cte78978@duff.com.ar,October 2025,2025-10-27
Cliente 78979,"Av. Hipólito Yrigoyen 16000, Lomas",-34.574729,-58.584214,1160078979,cte78979@duff.com.ar,October 2025,2025-10-27
Cliente 78980,"Av. Mitre 200, Quilmes",-34.410039,-58.676311,1160078980,cte78980@duff.com.ar,October 2025,2025-10-27
Cliente 78981,"Av. Rivadavia 1000, CABA",-34.491982,-58.747643,1160078981,cte78981@duff.com.ar,October 2025,2025-10-27
Cliente 78982,"Av. Mitre 200, Quilmes",-34.581024,-58.642596,1160078982,cte78982@duff.com.ar,October 2025,2025-10-27
Cliente 78983,"Av. Hipólito Yrigoyen 16000, Lomas",-34.551844,-58.526453,1160078983,cte78983@duff.com.ar,October 2025,2025-10-27
Cliente 78984,"Av. Maipú 300, Vicente López",-34.560216,-58.501153,1160078984,cte78984@duff.com.ar,October 2025,2025-10-27
Cliente 78985,"Av. Santa Fe 2300, Palermo",-34.424909,-58.423685,1160078985,cte78985@duff.com.ar,October 2025,2025-10-27
Cliente 78986,"Ruta 8 Km 30, San Miguel",-34.4553,-58.706021,1160078986,cte78986@duff.com.ar,October 2025,2025-10-27
Cliente 78987,"Av. Calchaquí 2300, Quilmes",-34.551892,-58.616995,1160078987,cte78987@duff.com.ar,October 2025,2025-10-27
Cliente 78988,"Av. Rivadavia 1000, CABA",-34.467927,-58.629379,1160078988,cte78988@duff.com.ar,October 2025,2025-10-27
Cliente 78989,"Av. Santa Fe 2300, Palermo",-34.595255,-58.440406,1160078989,cte78989@duff.com.ar,October 2025,2025-10-27
Cliente 78990,"Av. Mitre 200, Quilmes",-34.420756,-58.471787,1160078990,cte78990@duff.com.ar,October 2025,2025-10-27
Cliente 78991,"Av. Hipólito Yrigoyen 16000, Lomas",-34.533178,-58.491582,1160078991,cte78991@duff.com.ar,October 2025,2025-10-27
Cliente 78992,"Av. Maipú 300, Vicente López",-34.456508,-58.68624,1160078992,cte78992@duff.com.ar,October 2025,2025-10-27
Cliente 78993,"Av. Mitre 200, Quilmes",-34.431886,-58.453712,1160078993,cte78993@duff.com.ar,October 2025,2025-10-27
Cliente 78994,"San Martín 800, Lanús",-34.495637,-58.6976,1160078994,cte78994@duff.com.ar,October 2025,2025-10-27
Cliente 78995,"Av. Libertador 15000, San Isidro",-34.435141,-58.609366,1160078995,cte78995@duff.com.ar,October 2025,2025-10-27
Cliente 78996,"Av. Rivadavia 1000, CABA",-34.563957,-58.353163,1160078996,cte78996@duff.com.ar,October 2025,2025-10-27
Cliente 78997,"Av. Rivadavia 1000, CABA",-34.47791,-58.432889,1160078997,cte78997@duff.com.ar,October 2025,2025-10-27
Cliente 78998,"Calle 12 y 44, La Plata",-34.572683,-58.502635,1160078998,cte78998@duff.com.ar,October 2025,2025-10-27
Cliente 78999,"Av. Calchaquí 2300, Quilmes",-34.453187,-58.639603,1160078999,cte78999@duff.com.ar,October 2025,2025-10-27
Cliente 79000,"Av. Rivadavia 1000, CABA",-34.570068,-58.447039,1160079000,cte79000@duff.com.ar,October 2025,2025-10-27
Cliente 79001,"Av. Calchaquí 2300, Quilmes",-34.545739,-58.514321,1160079001,cte79001@duff.com.ar,October 2025,2025-10-27
Cliente 79002,"Av. Santa Fe 2300, Palermo",-34.444178,-58.701754,1160079002,cte79002@duff.com.ar,October 2025,2025-10-27
Cliente 79003,"Av. Mitre 200, Quilmes",-34.494007,-58.444161,1160079003,cte79003@duff.com.ar,October 2025,2025-10-27
Cliente 79004,"Av. Rivadavia 1000, CABA",-34.570386,-58.726083,1160079004,cte79004@duff.com.ar,October 2025,2025-10-27
Cliente 79005,"Av. Calchaquí 2300, Quilmes",-34.532879,-58.417162,1160079005,cte79005@duff.com.ar,October 2025,2025-10-27
Cliente 79006,"Av. Hipólito Yrigoyen 16000, Lomas",-34.555344,-58.645897,1160079006,cte79006@duff.com.ar,October 2025,2025-10-27
Cliente 79007,"Av. Hipólito Yrigoyen 16000, Lomas",-34.58905,-58.646972,1160079007,cte79007@duff.com.ar,October 2025,2025-10-27
Cliente 79008,"Av. Mitre 200, Quilmes",-34.491979,-58.424969,1160079008,cte79008@duff.com.ar,October 2025,2025-10-27
Cliente 79009,"Calle 12 y 44, La Plata",-34.564046,-58.634966,1160079009,cte79009@duff.com.ar,October 2025,2025-10-27
Cliente 79010,"Av. Libertador 15000, San Isidro",-34.54472,-58.52134,1160079010,cte79010@duff.com.ar,October 2025,2025-10-27
Cliente 79011,"Av. Calchaquí 2300, Quilmes",-34.491508,-58.601844,1160079011,cte79011@duff.com.ar,October 2025,2025-10-27
Cliente 79012,"Calle 12 y 44, La Plata",-34.421901,-58.445801,1160079012,cte79012@duff.com.ar,October 2025,2025-10-27
Cliente 79013,"Av. Hipólito Yrigoyen 16000, Lomas",-34.495623,-58.509984,1160079013,cte79013@duff.com.ar,October 2025,2025-10-27
Cliente 79014,"Ruta 8 Km 30, San Miguel",-34.540568,-58.360077,1160079014,cte79014@duff.com.ar,October 2025,2025-10-27
Cliente 79015,"Av. Santa Fe 2300, Palermo",-34.54073,-58.497679,1160079015,cte79015@duff.com.ar,October 2025,2025-10-27
Cliente 79016,"Ruta 8 Km 30, San Miguel",-34.434363,-58.357448,1160079016,cte79016@duff.com.ar,October 2025,2025-10-27
Cliente 79017,"Belgrano 500, Morón",-34.45077,-58.728688,1160079017,cte79017@duff.com.ar,October 2025,2025-10-27
Cliente 79018,"Av. Santa Fe 2300, Palermo",-34.56097,-58.497394,1160079018,cte79018@duff.com.ar,October 2025,2025-10-27
Cliente 79019,"Av. Hipólito Yrigoyen 16000, Lomas",-34.567029,-58.528038,1160079019,cte79019@duff.com.ar,October 2025,2025-10-27
Cliente 79020,"Av. Hipólito Yrigoyen 16000, Lomas",-34.455685,-58.451841,1160079020,cte79020@duff.com.ar,October 2025,2025-10-27
Cliente 79021,"Av. Corrientes 1234, CABA",-34.507005,-58.715626,1160079021,cte79021@duff.com.ar,October 2025,2025-10-27
Cliente 79022,"Av. Libertador 15000, San Isidro",-34.520744,-58.651146,1160079022,cte79022@duff.com.ar,October 2025,2025-10-27
Cliente 79023,"Av. Libertador 15000, San Isidro",-34.431581,-58.379047,1160079023,cte79023@duff.com.ar,October 2025,2025-10-27
Cliente 79024,"Av. Libertador 15000, San Isidro",-34.420522,-58.563176,1160079024,cte79024@duff.com.ar,October 2025,2025-10-27
Cliente 79025,"Ruta 8 Km 30, San Miguel",-34.536248,-58.423036,1160079025,cte79025@duff.com.ar,October 2025,2025-10-27
Cliente 79026,"Av. Hipólito Yrigoyen 16000, Lomas",-34.506437,-58.451777,1160079026,cte79026@duff.com.ar,October 2025,2025-10-27
Cliente 79027,"Av. Mitre 200, Quilmes",-34.535378,-58.38761,1160079027,cte79027@duff.com.ar,October 2025,2025-10-27
Cliente 79028,"Av. Mitre 200, Quilmes",-34.413163,-58.662902,1160079028,cte79028@duff.com.ar,October 2025,2025-10-27
Cliente 79029,"Av. Mitre 200, Quilmes",-34.492696,-58.474822,1160079029,cte79029@duff.com.ar,October 2025,2025-10-27
Cliente 79030,"Ruta 8 Km 30, San Miguel",-34.547076,-58.680797,1160079030,cte79030@duff.com.ar,October 2025,2025-10-27
Cliente 79031,"Av. Mitre 200, Quilmes",-34.556021,-58.414893,1160079031,cte79031@duff.com.ar,October 2025,2025-10-27
Cliente 79032,"Av. Santa Fe 2300, Palermo",-34.536691,-58.549963,1160079032,cte79032@duff.com.ar,October 2025,2025-10-27
Cliente 79033,"Av. Mitre 200, Quilmes",-34.596225,-58.650995,1160079033,cte79033@duff.com.ar,October 2025,2025-10-27
Cliente 79034,"Av. Hipólito Yrigoyen 16000, Lomas",-34.495213,-58.611208,1160079034,cte79034@duff.com.ar,October 2025,2025-10-27
