Fecha,Cliente,Dirección,Estado,Región,Método_venta,Producto,Género,Cantidad_entregas
2025-09-09,10439,Rambla de Pedro Montoya 203,Buenos Aires,Cuyo,Online,Calzado deportivo,Femenino,1
2025-09-09,10440,Alameda Nieves Garrido 4 Apt. 35 ,Santa Fe,Cuyo,Tienda física,Calzado deportivo,Masculino,1
2025-09-09,10441,Cañada Loreto Velasco 67,Santa Fe,CABA,Tienda física,Ropa deportiva,Otro,1
2025-09-09,10442,Callejón de Joel Bartolomé 326,Santa Fe,CABA,Online,Calzado deportivo,Femenino,1
2025-09-09,10443,Urbanización de Cruz Martín 37,Santa Fe,NOA,Tienda física,Calzado deportivo,Otro,1
2025-09-09,10444,Cañada de Gilberto Morales 166 Apt. 94 ,Salta,NOA,Online,Calzado deportivo,Otro,1
2025-09-09,10445,Via Teo Abascal 810 Piso 5 ,Mendoza,CABA,Tienda física,Accesorios,Otro,1
2025-09-09,10446,Cañada de Feliciana Quintero 6,Buenos Aires,Cuyo,Tienda física,Accesorios,Femenino,1
2025-09-09,10447,Alameda de Dan Bru 9,Salta,Centro,Tienda física,Ropa deportiva,Otro,1
2025-09-09,10448,Plaza Salvador Carmona 84,Santa Fe,NOA,Online,Accesorios,Masculino,1
2025-09-09,10449,Alameda Abigaíl Sola 4,Mendoza,Centro,Online,Ropa deportiva,Femenino,1
2025-09-09,10450,Glorieta Marisa Cantero 5 Puerta 2 ,Mendoza,Centro,Online,Ropa deportiva,Femenino,1
2025-09-09,10451,Calle Benjamín Figuerola 76 Apt. 63 ,Santa Fe,NOA,Online,Ropa deportiva,Masculino,1
2025-09-09,10452,Pasadizo de Cecilia Bas 59,Salta,Centro,Online,Ropa deportiva,Masculino,1
2025-09-09,10453,Calle de Rufino Nicolau 29 Piso 2 ,Santa Fe,Centro,Tienda física,Ropa deportiva,Otro,1
2025-09-09,10454,Cuesta Jesusa Mir 1 Apt. 61 ,Salta,Cuyo,Tienda física,Accesorios,Masculino,1
2025-09-09,10455,C. José María Lorenzo 71 Apt. 30 ,Salta,CABA,Online,Accesorios,Masculino,1
2025-09-09,10456,Plaza Amor Mena 12,Santa Fe,Litoral,Online,Accesorios,Otro,1
2025-09-09,10457,Alameda Abraham Pinedo 988,Salta,CABA,Tienda física,Accesorios,Otro,1
2025-09-09,10458,Avenida Luis Miguel Ramis 78,Salta,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-09,10459,Paseo de José Mari Lara 31 Apt. 91 ,Córdoba,Litoral,Online,Ropa deportiva,Masculino,1
2025-09-09,10460,C. Eusebio Cobos 8 Puerta 9 ,Salta,Cuyo,Online,Accesorios,Femenino,1
2025-09-09,10461,Ronda Macarena Acevedo 12 Apt. 39 ,Buenos Aires,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-09-09,10462,Via Nicanor Mendoza 55,Mendoza,CABA,Online,Ropa deportiva,Femenino,1
2025-09-09,10463,Camino Jovita Cal 3,Salta,NOA,Online,Calzado deportivo,Masculino,1
2025-09-09,10464,Alameda Dominga Ureña 2,Córdoba,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-09,10465,Callejón de Teresa Cordero 16,Buenos Aires,Centro,Online,Ropa deportiva,Masculino,1
2025-09-09,10466,Ronda de Amelia Gutierrez 22,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-09-09,10467,Rambla Josep Estévez 6 Piso 4 ,Mendoza,Cuyo,Online,Ropa deportiva,Femenino,1
2025-09-09,10468,Callejón Jenaro Peñas 286,Córdoba,CABA,Online,Ropa deportiva,Masculino,1
2025-09-09,10469,Glorieta Amaro Poza 75 Puerta 9 ,Mendoza,CABA,Online,Ropa deportiva,Femenino,1
2025-09-09,10470,Plaza Lourdes Arias 88,Salta,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-09-09,10471,Ronda de Noa Sancho 41 Piso 2 ,Córdoba,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-09,10472,Glorieta Leocadio León 50,Salta,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-09-09,10473,Cañada Francisco Jose Toro 60 Apt. 39 ,Buenos Aires,NOA,Online,Accesorios,Otro,1
2025-09-09,10474,Via de Luis Ángel Cantero 21 Apt. 28 ,Salta,NOA,Tienda física,Calzado deportivo,Femenino,1
2025-09-09,10475,Alameda Zoraida Reina 7 Apt. 32 ,Córdoba,Centro,Online,Ropa deportiva,Femenino,1
2025-09-09,10476,Vial de Quirino Borrás 87 Apt. 76 ,Buenos Aires,Cuyo,Online,Ropa deportiva,Masculino,1
2025-09-09,10477,Acceso de Pepito Alba 448,Mendoza,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-09-09,10478,Glorieta Roberta Larrañaga 56,Buenos Aires,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-09-09,10479,Pasaje Lope Vallés 80,Santa Fe,CABA,Tienda física,Calzado deportivo,Femenino,1
2025-09-09,10480,Vial Adelina Vila 189 Apt. 22 ,Santa Fe,Litoral,Tienda física,Accesorios,Otro,1
2025-09-09,10481,Avenida de Saturnina Azcona 52 Piso 2 ,Salta,Centro,Tienda física,Accesorios,Otro,1
2025-09-09,10482,Rambla de Teófila Alonso 70,Santa Fe,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-09-09,10483,Via de Máxima Coca 475 Apt. 48 ,Salta,CABA,Online,Accesorios,Femenino,1
2025-09-09,10484,Avenida Haroldo Ruiz 5,Salta,CABA,Tienda física,Accesorios,Otro,1
2025-09-09,10485,Callejón de Ligia Castilla 5 Apt. 54 ,Mendoza,Cuyo,Online,Calzado deportivo,Otro,1
2025-09-09,10486,Via de Charo Anglada 85,Córdoba,NOA,Online,Ropa deportiva,Masculino,1
2025-09-09,10487,Rambla Clara Rojas 95 Puerta 4 ,Salta,Cuyo,Tienda física,Accesorios,Masculino,1
2025-09-09,10488,Cuesta Isidora Costa 8 Piso 9 ,Santa Fe,Centro,Tienda física,Accesorios,Femenino,1
2025-09-09,10489,Acceso Jaime Arroyo 44 Apt. 97 ,Buenos Aires,Cuyo,Tienda física,Accesorios,Otro,1
2025-09-09,10490,C. Jose Miguel Palomo 107 Apt. 97 ,Buenos Aires,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-09-09,10491,Pasaje Serafina Hidalgo 89 Apt. 51 ,Buenos Aires,Centro,Tienda física,Accesorios,Masculino,1
2025-09-09,10492,Camino Heraclio Gallo 9,Córdoba,Litoral,Online,Ropa deportiva,Masculino,1
2025-09-09,10493,Camino Azucena Moraleda 714 Puerta 3 ,Santa Fe,Litoral,Tienda física,Ropa deportiva,Masculino,1
2025-09-09,10494,C. de Jerónimo Bautista 190 Puerta 1 ,Salta,Centro,Online,Ropa deportiva,Otro,1
2025-09-09,10495,Urbanización de Eusebia Cueto 9,Córdoba,CABA,Online,Accesorios,Femenino,1
2025-09-09,10496,Callejón Fernanda Baró 573 Puerta 6 ,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Masculino,1
2025-09-09,10497,Avenida de Wálter Torrecilla 64,Salta,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-09-09,10498,Acceso de Leocadia Priego 168,Santa Fe,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-09-09,10499,Cuesta de José Baeza 2 Puerta 3 ,Santa Fe,Cuyo,Online,Accesorios,Femenino,1
2025-09-09,10500,Paseo de Édgar Bellido 313 Apt. 17 ,Salta,Centro,Online,Ropa deportiva,Masculino,1
2025-09-09,10501,Camino de Pía Marin 76,Mendoza,CABA,Online,Ropa deportiva,Masculino,1
2025-09-10,10502,Cuesta de Cristina Sastre 338,Santa Fe,CABA,Online,Accesorios,Otro,1
2025-09-10,10503,Pasadizo de Cirino Gonzalez 35 Puerta 5 ,Córdoba,Cuyo,Online,Accesorios,Masculino,1
2025-09-10,10504,Plaza Paco Manrique 13 Piso 2 ,Córdoba,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10505,Urbanización de Oriana Blázquez 66,Córdoba,Centro,Online,Ropa deportiva,Masculino,1
2025-09-10,10506,Plaza de Hector Puga 30,Mendoza,Cuyo,Tienda física,Ropa deportiva,Femenino,1
2025-09-10,10507,Pasadizo de Amarilis Gibert 72,Mendoza,NOA,Tienda física,Accesorios,Otro,1
2025-09-10,10508,Plaza Alonso Gomis 558,Buenos Aires,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10509,Camino Dimas Mármol 61 Puerta 2 ,Mendoza,Cuyo,Tienda física,Accesorios,Otro,1
2025-09-10,10510,Ronda Jovita Cifuentes 90,Córdoba,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10511,Vial de Leocadia Puig 8,Salta,Centro,Online,Calzado deportivo,Femenino,1
2025-09-10,10512,Vial Leoncio Castells 5 Piso 1 ,Mendoza,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-09-10,10513,Paseo de Jacinta Cerezo 8 Apt. 79 ,Mendoza,Cuyo,Tienda física,Accesorios,Otro,1
2025-09-10,10514,Calle de Natividad Carreño 398 Piso 6 ,Buenos Aires,Litoral,Online,Ropa deportiva,Otro,1
2025-09-10,10515,C. Vinicio Infante 9,Mendoza,Cuyo,Online,Calzado deportivo,Masculino,1
2025-09-10,10516,Ronda de Luz Arias 3 Puerta 2 ,Córdoba,CABA,Tienda física,Calzado deportivo,Otro,1
2025-09-10,10517,Plaza de Jacinto Martín 635 Apt. 41 ,Córdoba,CABA,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10518,Calle de Alexandra Vélez 86 Puerta 9 ,Buenos Aires,Litoral,Online,Ropa deportiva,Masculino,1
2025-09-10,10519,Paseo de María Fernanda Casals 152,Córdoba,NOA,Online,Calzado deportivo,Masculino,1
2025-09-10,10520,Urbanización de Lucas Téllez 57 Apt. 54 ,Buenos Aires,Litoral,Online,Accesorios,Masculino,1
2025-09-10,10521,Glorieta Marciano Martorell 1 Apt. 28 ,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10522,Camino Blas Mateos 59,Buenos Aires,Centro,Online,Ropa deportiva,Masculino,1
2025-09-10,10523,Pasaje Juan Vallejo 2,Salta,CABA,Online,Accesorios,Masculino,1
2025-09-10,10524,Pasaje de Fito Barberá 66 Apt. 27 ,Salta,NOA,Tienda física,Calzado deportivo,Masculino,1
2025-09-10,10525,Ronda Eva Alfaro 15,Buenos Aires,Litoral,Tienda física,Accesorios,Masculino,1
2025-09-10,10526,Pasaje de Adalberto Vilalta 93,Salta,Cuyo,Online,Ropa deportiva,Femenino,1
2025-09-10,10527,Camino de Nazaret Segura 93,Córdoba,Litoral,Online,Ropa deportiva,Otro,1
2025-09-10,10528,Pasadizo de Jacinta Bernal 42,Buenos Aires,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10529,Paseo Manuelita Camino 41 Piso 9 ,Salta,Cuyo,Online,Calzado deportivo,Otro,1
2025-09-10,10530,Via de Julie Amat 3,Mendoza,Litoral,Online,Ropa deportiva,Femenino,1
2025-09-10,10531,Pasaje de Perlita Alcázar 23,Buenos Aires,Centro,Tienda física,Accesorios,Masculino,1
2025-09-10,10532,Acceso de Milagros Peláez 7,Córdoba,Litoral,Tienda física,Accesorios,Otro,1
2025-09-10,10533,Rambla Anna Salamanca 1,Salta,Centro,Online,Ropa deportiva,Masculino,1
2025-09-10,10534,Alameda de Juan Manuel Bermejo 2 Puerta 0 ,Salta,Centro,Tienda física,Accesorios,Masculino,1
2025-09-10,10535,Ronda de Olivia Agullo 298,Córdoba,Litoral,Online,Ropa deportiva,Masculino,1
2025-09-10,10536,Pasadizo Dani Marí 51,Buenos Aires,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-09-10,10537,Calle de Custodio Bosch 14,Santa Fe,Cuyo,Tienda física,Accesorios,Masculino,1
2025-09-10,10538,Alameda Emperatriz Rodriguez 800,Mendoza,Centro,Online,Calzado deportivo,Otro,1
2025-09-10,10539,Alameda de Herminio Alegria 862,Salta,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10540,Paseo Simón Villanueva 48 Apt. 17 ,Salta,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10541,Rambla de Santiago Baeza 349 Puerta 7 ,Salta,Centro,Tienda física,Accesorios,Masculino,1
2025-09-10,10542,Urbanización de Adoración Pera 79 Puerta 2 ,Mendoza,NOA,Online,Calzado deportivo,Femenino,1
2025-09-10,10543,C. Elisabet Cobos 204 Piso 9 ,Buenos Aires,Cuyo,Online,Ropa deportiva,Masculino,1
2025-09-10,10544,Calle Jordi Gomez 10 Apt. 76 ,Buenos Aires,NOA,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10545,Calle Geraldo Vives 15 Apt. 84 ,Córdoba,NOA,Online,Calzado deportivo,Otro,1
2025-09-10,10546,Plaza Simón Villalonga 273 Piso 3 ,Buenos Aires,NOA,Online,Calzado deportivo,Masculino,1
2025-09-10,10547,Vial de Josep Bermúdez 2 Puerta 0 ,Santa Fe,Cuyo,Online,Ropa deportiva,Masculino,1
2025-09-10,10548,Camino de Abril Pacheco 4 Apt. 12 ,Mendoza,CABA,Online,Accesorios,Femenino,1
2025-09-10,10549,Urbanización de Alonso Bermejo 53,Mendoza,Litoral,Tienda física,Accesorios,Femenino,1
2025-09-10,10550,Plaza María Carmen Nicolau 3,Salta,NOA,Online,Calzado deportivo,Masculino,1
2025-09-10,10551,Alameda Flor Ríos 72 Apt. 95 ,Córdoba,Cuyo,Online,Accesorios,Masculino,1
2025-09-10,10552,C. Daniel Cámara 63 Puerta 5 ,Santa Fe,Centro,Online,Accesorios,Masculino,1
2025-09-10,10553,Glorieta de Marc Zaragoza 92,Córdoba,Centro,Tienda física,Accesorios,Otro,1
2025-09-10,10554,Pasaje de Ricardo Domingo 36,Córdoba,Litoral,Tienda física,Calzado deportivo,Masculino,1
2025-09-10,10555,Ronda Lilia Calzada 15,Santa Fe,NOA,Online,Accesorios,Otro,1
2025-09-10,10556,Paseo de Rosalva Nuñez 62,Santa Fe,Cuyo,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10557,Calle de Beatriz Arjona 63 Piso 2 ,Buenos Aires,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-09-10,10558,Acceso Marcos Bueno 37,Salta,Litoral,Tienda física,Accesorios,Masculino,1
2025-09-10,10559,Rambla Valentín Blanes 44,Buenos Aires,Cuyo,Online,Accesorios,Femenino,1
2025-09-10,10560,Alameda de Ángela Barral 7,Mendoza,Centro,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10561,Avenida Noa Roma 3 Puerta 0 ,Salta,Centro,Tienda física,Ropa deportiva,Femenino,1
2025-09-10,10562,Vial Ruperta Camino 95,Santa Fe,CABA,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10563,Vial de Jordi Zabaleta 94 Piso 8 ,Córdoba,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10564,Camino de África Velasco 3,Buenos Aires,Cuyo,Tienda física,Calzado deportivo,Otro,1
2025-09-10,10565,Calle de Chus Calzada 85,Salta,CABA,Online,Calzado deportivo,Femenino,1
2025-09-10,10566,Cuesta Josefina Lastra 51,Córdoba,CABA,Online,Calzado deportivo,Femenino,1
2025-09-10,10567,Cuesta de Alonso Perera 11,Salta,NOA,Online,Ropa deportiva,Masculino,1
2025-09-10,10568,Plaza de Olegario Céspedes 21 Apt. 44 ,Córdoba,Centro,Online,Ropa deportiva,Otro,1
2025-09-10,10569,Via de Julia Macias 543 Apt. 50 ,Mendoza,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10570,Ronda Angelita Cabrero 845,Buenos Aires,CABA,Online,Ropa deportiva,Femenino,1
2025-09-10,10571,Acceso de Florentino Gimeno 95 Puerta 7 ,Buenos Aires,CABA,Online,Calzado deportivo,Femenino,1
2025-09-10,10572,Acceso de Abraham Ordóñez 52,Córdoba,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-09-10,10573,Plaza Aurelia Torrecilla 6,Mendoza,CABA,Online,Calzado deportivo,Femenino,1
2025-09-10,10574,Camino Fortunato Duque 734 Piso 2 ,Santa Fe,Centro,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10575,Acceso Loida Mariño 535 Piso 9 ,Córdoba,CABA,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10576,Rambla de Tomás Galan 68 Piso 0 ,Buenos Aires,NOA,Online,Calzado deportivo,Masculino,1
2025-09-10,10577,Urbanización Isaura Anglada 772,Buenos Aires,CABA,Tienda física,Calzado deportivo,Otro,1
2025-09-10,10578,Paseo Régulo Pinedo 9 Apt. 85 ,Mendoza,CABA,Tienda física,Ropa deportiva,Femenino,1
2025-09-10,10579,Calle de Silvio Castell 5,Santa Fe,CABA,Tienda física,Calzado deportivo,Otro,1
2025-09-10,10580,Via de Agustín Cordero 20,Salta,Litoral,Online,Accesorios,Masculino,1
2025-09-10,10581,Via Natividad Baños 72,Salta,CABA,Online,Ropa deportiva,Femenino,1
2025-09-10,10582,Paseo Carmina Redondo 749,Mendoza,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10583,Pasadizo de Sandalio Tolosa 94 Apt. 53 ,Córdoba,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10584,Rambla Teresita Bilbao 404,Mendoza,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-09-10,10585,Alameda Simón Baquero 73 Puerta 4 ,Buenos Aires,Centro,Online,Calzado deportivo,Otro,1
2025-09-10,10586,C. de Marina Juliá 22 Puerta 1 ,Córdoba,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10587,Pasaje de Alberto Arribas 13,Buenos Aires,Cuyo,Tienda física,Ropa deportiva,Otro,1
2025-09-10,10588,Ronda Matilde Borrás 91,Mendoza,CABA,Online,Ropa deportiva,Otro,1
2025-09-10,10589,Calle José Ángel Aller 74 Piso 6 ,Córdoba,Centro,Tienda física,Ropa deportiva,Femenino,1
2025-09-10,10590,Vial Asunción Mendizábal 2,Mendoza,Litoral,Online,Accesorios,Femenino,1
2025-09-10,10591,Cuesta de Concha Arroyo 47 Piso 8 ,Salta,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-09-10,10592,Callejón de Damián Rosado 91,Mendoza,Litoral,Online,Calzado deportivo,Masculino,1
2025-09-10,10593,Acceso de Antonio Abellán 39,Mendoza,NOA,Tienda física,Accesorios,Otro,1
2025-09-10,10594,Glorieta de Emiliana Amat 6,Santa Fe,Centro,Tienda física,Calzado deportivo,Femenino,1
2025-09-11,10595,Cuesta de Leyre Machado 917,Mendoza,NOA,Online,Ropa deportiva,Otro,1
2025-09-11,10596,Urbanización Anacleto Hernando 637,Salta,Centro,Online,Ropa deportiva,Masculino,1
2025-09-11,10597,Plaza Jenny Cabo 81,Santa Fe,CABA,Online,Calzado deportivo,Femenino,1
2025-09-11,10598,Cañada de Dionisia Moraleda 91,Córdoba,Litoral,Online,Calzado deportivo,Femenino,1
2025-09-11,10599,Callejón Danilo Barriga 19,Salta,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-09-11,10600,C. Claudia Cabello 753 Apt. 06 ,Mendoza,Centro,Online,Accesorios,Masculino,1
2025-09-11,10601,Pasaje Ruy Pina 30 Piso 8 ,Mendoza,CABA,Tienda física,Accesorios,Femenino,1
2025-09-11,10602,Cuesta Noelia Calzada 47,Buenos Aires,NOA,Online,Accesorios,Femenino,1
2025-09-11,10603,Paseo de Francisca Morillo 28,Mendoza,NOA,Tienda física,Ropa deportiva,Femenino,1
2025-09-11,10604,Vial de Ani Manrique 7,Buenos Aires,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-11,10605,Avenida Angelita Pagès 62 Piso 7 ,Buenos Aires,Centro,Tienda física,Calzado deportivo,Masculino,1
2025-09-11,10606,Paseo de Valentín Acedo 24 Apt. 66 ,Buenos Aires,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-09-11,10607,Acceso Hipólito Maldonado 6,Buenos Aires,Cuyo,Online,Calzado deportivo,Otro,1
2025-09-11,10608,Vial de Teobaldo Reina 869,Buenos Aires,CABA,Online,Accesorios,Masculino,1
2025-09-11,10609,Camino de Olalla Agustín 8 Puerta 2 ,Mendoza,Centro,Online,Calzado deportivo,Otro,1
2025-09-11,10610,Plaza de Juan Carlos Carbó 77,Salta,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-09-11,10611,Cañada Xiomara Teruel 4 Puerta 3 ,Córdoba,Litoral,Tienda física,Accesorios,Femenino,1
2025-09-11,10612,Plaza Jorge Becerra 2 Piso 5 ,Santa Fe,Cuyo,Tienda física,Calzado deportivo,Masculino,1
2025-09-11,10613,Calle de Buenaventura Girón 8 Puerta 4 ,Buenos Aires,NOA,Online,Accesorios,Otro,1
2025-09-11,10614,Callejón Osvaldo Pi 5,Santa Fe,Litoral,Online,Ropa deportiva,Otro,1
2025-09-11,10615,Plaza Dimas Figueras 3,Buenos Aires,Cuyo,Online,Ropa deportiva,Masculino,1
2025-09-11,10616,Camino María José Iborra 14,Buenos Aires,Cuyo,Tienda física,Calzado deportivo,Femenino,1
2025-09-11,10617,Pasaje de Ceferino Guijarro 58,Córdoba,Litoral,Online,Calzado deportivo,Femenino,1
2025-09-11,10618,Rambla de Eugenia Solera 212 Puerta 6 ,Mendoza,Litoral,Tienda física,Accesorios,Femenino,1
2025-09-11,10619,Urbanización de Pacífica Pelayo 6 Puerta 4 ,Mendoza,Centro,Tienda física,Accesorios,Masculino,1
2025-09-11,10620,C. Toribio Barrio 76 Piso 7 ,Córdoba,Centro,Online,Accesorios,Femenino,1
2025-09-11,10621,Callejón Hugo Mancebo 48,Santa Fe,Centro,Online,Calzado deportivo,Femenino,1
2025-09-11,10622,Cañada de Dorita Sarmiento 61 Piso 9 ,Salta,Litoral,Tienda física,Calzado deportivo,Masculino,1
2025-09-11,10623,Alameda Purificación Vergara 72,Salta,NOA,Tienda física,Calzado deportivo,Otro,1
2025-09-11,10624,C. Baldomero Rovira 20 Piso 9 ,Santa Fe,NOA,Online,Calzado deportivo,Femenino,1
2025-09-11,10625,Calle Encarnacion Navarro 927,Mendoza,Cuyo,Tienda física,Calzado deportivo,Masculino,1
2025-09-11,10626,Rambla Bibiana Márquez 468,Mendoza,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-09-11,10627,Via de Carlos Roldán 1 Piso 5 ,Córdoba,Centro,Online,Ropa deportiva,Femenino,1
2025-09-11,10628,Via de Inocencio Villalba 32,Salta,Litoral,Online,Ropa deportiva,Masculino,1
2025-09-11,10629,Glorieta Reynaldo Nicolau 583 Puerta 9 ,Santa Fe,Litoral,Online,Calzado deportivo,Otro,1
2025-09-11,10630,Alameda Eutimio Aragonés 98 Apt. 52 ,Córdoba,Cuyo,Online,Calzado deportivo,Otro,1
2025-09-11,10631,Avenida de Maite Fernández 285 Piso 8 ,Santa Fe,Cuyo,Online,Accesorios,Masculino,1
2025-09-11,10632,Calle de Emperatriz Martín 971 Puerta 2 ,Buenos Aires,Cuyo,Online,Accesorios,Femenino,1
2025-09-11,10633,Paseo de Adolfo Valdés 26,Salta,Cuyo,Tienda física,Ropa deportiva,Otro,1
2025-09-11,10634,Acceso de Juliana Villena 7 Apt. 87 ,Mendoza,CABA,Online,Accesorios,Otro,1
2025-09-11,10635,Avenida Ildefonso Reyes 31,Córdoba,CABA,Tienda física,Calzado deportivo,Otro,1
2025-09-11,10636,Avenida Tadeo Francisco 77,Santa Fe,Litoral,Tienda física,Ropa deportiva,Femenino,1
2025-09-11,10637,C. Martín Salinas 95,Mendoza,Centro,Online,Ropa deportiva,Otro,1
2025-09-11,10638,Paseo de Julián Elorza 3 Apt. 89 ,Córdoba,Litoral,Tienda física,Calzado deportivo,Femenino,1
2025-09-11,10639,Alameda Olalla Iglesias 5 Apt. 01 ,Salta,Cuyo,Online,Calzado deportivo,Otro,1
2025-09-11,10640,C. Sol Serra 46 Apt. 51 ,Mendoza,NOA,Tienda física,Calzado deportivo,Femenino,1
2025-09-11,10641,Avenida Armando Jódar 90 Apt. 45 ,Córdoba,CABA,Tienda física,Ropa deportiva,Masculino,1
2025-09-11,10642,Calle María Pilar Arce 15,Santa Fe,CABA,Online,Ropa deportiva,Masculino,1
2025-09-11,10643,Acceso de Lázaro Terrón 29 Piso 1 ,Buenos Aires,CABA,Tienda física,Accesorios,Femenino,1
2025-09-11,10644,Camino de Modesto Bauzà 246,Salta,NOA,Tienda física,Ropa deportiva,Otro,1
2025-09-11,10645,Pasadizo Marcial Suárez 3 Piso 1 ,Buenos Aires,NOA,Tienda física,Calzado deportivo,Otro,1
2025-09-11,10646,Rambla de Modesta Mateu 9,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-09-11,10647,Urbanización Joaquín Galván 7 Piso 5 ,Santa Fe,Cuyo,Online,Accesorios,Masculino,1
2025-09-11,10648,Avenida de Jose Antonio Pagès 32 Apt. 22 ,Salta,Litoral,Tienda física,Accesorios,Masculino,1
2025-09-11,10649,Via de Genoveva Trillo 10 Apt. 28 ,Mendoza,Cuyo,Online,Ropa deportiva,Masculino,1
2025-09-11,10650,Alameda de Jessica Bayo 52,Salta,NOA,Online,Ropa deportiva,Masculino,1
2025-09-11,10651,Via Cirino Vicens 468,Mendoza,CABA,Online,Accesorios,Femenino,1
2025-09-11,10652,Calle de Rafa Chacón 56 Apt. 60 ,Santa Fe,CABA,Tienda física,Calzado deportivo,Otro,1
2025-09-11,10653,Cañada de Valeria Galindo 19 Apt. 88 ,Mendoza,NOA,Online,Accesorios,Otro,1
2025-09-11,10654,Camino Bruno Múñiz 82 Piso 0 ,Buenos Aires,Cuyo,Online,Calzado deportivo,Masculino,1
2025-09-11,10655,Ronda Francisco Corominas 382 Piso 0 ,Córdoba,CABA,Tienda física,Accesorios,Femenino,1
2025-09-11,10656,Pasadizo Rosendo Montenegro 31 Apt. 58 ,Salta,Centro,Online,Calzado deportivo,Masculino,1
2025-09-11,10657,Vial de Benjamín Landa 9 Piso 4 ,Córdoba,CABA,Online,Ropa deportiva,Femenino,1
2025-09-11,10658,Rambla de María Ángeles Arregui 52 Piso 7 ,Mendoza,Cuyo,Online,Ropa deportiva,Masculino,1
2025-09-11,10659,Pasaje Gregorio Bonet 39 Puerta 1 ,Córdoba,NOA,Tienda física,Ropa deportiva,Masculino,1
2025-09-11,10660,Pasadizo Rosenda Cuesta 138,Mendoza,Centro,Tienda física,Accesorios,Masculino,1
2025-09-11,10661,Glorieta de Benigna Nuñez 12 Apt. 21 ,Santa Fe,CABA,Online,Ropa deportiva,Masculino,1
2025-09-11,10662,Via de Palmira Molins 86 Apt. 37 ,Mendoza,Cuyo,Online,Calzado deportivo,Masculino,1
2025-09-11,10663,Calle Wálter Cervera 97 Puerta 7 ,Santa Fe,Cuyo,Online,Accesorios,Femenino,1
2025-09-11,10664,Cuesta de Joel Cordero 16 Piso 7 ,Santa Fe,Centro,Online,Accesorios,Femenino,1
2025-09-11,10665,Plaza de Soraya Cerdán 2,Córdoba,CABA,Tienda física,Calzado deportivo,Masculino,1
2025-09-11,10666,Plaza de Lola Pelayo 936,Mendoza,NOA,Online,Ropa deportiva,Femenino,1
2025-09-11,10667,Avenida de Álvaro Asensio 64,Buenos Aires,Litoral,Tienda física,Calzado deportivo,Otro,1
2025-09-11,10668,C. Soledad Santiago 46 Piso 4 ,Salta,Litoral,Online,Ropa deportiva,Masculino,1
2025-09-11,10669,Vial Felix Fernandez 22,Santa Fe,NOA,Online,Accesorios,Femenino,1
2025-09-11,10670,Rambla Hortensia Urrutia 32,Córdoba,CABA,Tienda física,Ropa deportiva,Otro,1
