Cliente,Dirección,Latitud,Longitud,Teléfono,Correo electrónico,Fecha,Mes,Cantidad_entregas
59783,Avenida Santa Fe 9640,-34.788566,-58.419389,+34644 49 47 66,german58@toro-hernandez.org,2025-06-30,6,1
59793,Avenida Juan B. Justo 5708,-34.611593,-58.545669,+34661162582,victoriagranados@alba.es,2025-08-18,8,1
59803,Calle Yrigoyen 8191,-34.712008,-58.435808,+34 710 32 94 77,evalverde@gmail.com,2025-06-09,6,1
59816,Calle Belgrano 857,-34.794047,-58.398497,+34 733174002,sarabenet@gmail.com,2025-06-02,6,1
59819,Avenida Rivadavia 3687,-34.786949,-58.541536,+34 607 75 50 28,calbaldomero@camino-ferrera.com,2025-05-22,5,1
59819,Calle Belgrano 4248,-34.875785,-58.530502,+34 737 00 83 31,hector22@cazorla.es,2025-09-06,9,1
59819,Calle Emilio Castro 415,-34.660015,-58.538029,+34 739 82 08 63,gilberto99@elias-riquelme.es,2025-05-12,5,1
59820,Calle Lavalle 4815,-34.744341,-58.554186,+34 866 824 800,posadalucho@hotmail.com,2025-05-29,5,1
59821,Avenida Cabildo 3211,-34.653258,-58.367839,+34997149777,pbermejo@haro.com,2025-05-21,5,1
59821,Calle Yrigoyen 2934,-34.829612,-58.41243,+34 715 340 200,jonatan03@gmail.com,2025-06-03,6,1
59828,Calle Lavalle 8805,-34.743803,-58.397882,+34 744313623,porfirio30@portillo.com,2025-08-02,8,1
59829,Calle Emilio Castro 3020,-34.635634,-58.456463,+34 724 350 678,benignalobato@gmail.com,2025-09-12,9,1
59831,Avenida Cabildo 4752,-34.738117,-58.502058,+34862 76 56 48,linaburgos@galan.org,2025-07-21,7,1
59832,Avenida Juan B. Justo 3834,-34.69998,-58.570797,+34723651161,miralleschus@gmail.com,2025-06-25,6,1
59839,Avenida Corrientes 4877,-34.81276,-58.331118,+34 873478844,olleralmudena@silva.es,2025-07-24,7,1
59842,Avenida Directorio 1472,-34.614372,-58.346554,+34 743744798,zgallart@hotmail.com,2025-09-09,9,1
59842,Calle Segurola 9778,-34.721314,-58.455626,+34708260327,berta75@hernando-linares.es,2025-06-04,6,1
59846,Calle Segurola 5508,-34.896103,-58.500259,+34 735 587 190,hleon@yahoo.com,2025-07-15,7,1
59848,Avenida del Libertador 6168,-34.782848,-58.555873,+34745432688,ursulaaguado@solsona.com,2025-09-05,9,1
59851,Avenida Directorio 3634,-34.73578,-58.52581,+34628 681 773,morenolina@hotmail.com,2025-07-08,7,1
59857,Avenida San Martín 6527,-34.737389,-58.43967,+34836375744,azahar16@osorio.com,2025-07-31,7,1
59866,Avenida Rivadavia 7182,-34.832861,-58.473544,+34915911169,prudenciamaza@hotmail.com,2025-06-13,6,1
59867,Avenida del Libertador 3986,-34.750165,-58.543585,+34 701180425,aguirrerafael@gmail.com,2025-05-19,5,1
59870,Calle Emilio Castro 7631,-34.648412,-58.316949,+34662 18 38 84,tomasamari@leon.com,2025-07-26,7,1
59872,Avenida Santa Fe 5805,-34.877865,-58.407394,+34733753605,ffernandez@yahoo.com,2025-09-29,9,1
59882,Avenida Cabildo 9564,-34.710446,-58.542745,+34652 04 03 90,florencia03@pelaez-toro.com,2025-05-16,5,1
59891,Calle Rivera Indarte 9210,-34.693782,-58.386587,+34979 679 681,estelaperea@otero.es,2025-05-23,5,1
59895,Calle Segurola 3801,-34.747907,-58.491252,+34 705508727,bruno68@sans.com,2025-05-13,5,1
59902,Avenida Cabildo 8208,-34.685486,-58.518488,+34 726965730,parejaruth@agusti-zabala.es,2025-06-18,6,1
59903,Avenida Santa Fe 848,-34.86553,-58.441237,+34728516037,esobrino@campillo.com,2025-07-23,7,1
59906,Calle Rivera Indarte 4061,-34.66866,-58.471496,+34 727 21 28 63,lblazquez@aragones.org,2025-05-12,5,1
59909,Calle Lavalle 9583,-34.784811,-58.375226,+34802 36 07 72,cristina11@mendoza.com,2025-06-21,6,1
59916,Calle Belgrano 3525,-34.70776,-58.313707,+34 739 456 599,ani21@mas.es,2025-10-31,10,1
59916,Calle Segurola 3770,-34.778966,-58.322917,+34712549584,osvaldofranch@colomer.net,2025-05-13,5,1
59917,Avenida San Martín 7947,-34.70839,-58.38212,+34863 10 37 79,sosimorojas@espada-almazan.es,2025-09-05,9,1
59919,Avenida San Martín 3606,-34.63882,-58.389097,+34 621376797,pascualestefania@hernandez-bayon.com,2025-05-24,5,1
59923,Avenida Juan B. Justo 6661,-34.712657,-58.435301,+34 744683678,esteban54@hotmail.com,2025-09-09,9,1
59941,Avenida Rivadavia 2267,-34.736363,-58.310429,+34710 76 45 44,barbara99@garrido-jaume.es,2025-05-27,5,1
59944,Avenida Directorio 917,-34.794717,-58.412411,+34 747 221 276,rociograu@manzano-nogues.com,2025-08-15,8,1
59951,Avenida Juan B. Justo 7219,-34.757972,-58.525994,+34722786903,btovar@cabeza.com,2025-06-05,6,1
59954,Avenida Corrientes 607,-34.726798,-58.540571,+34926622552,rjurado@daza-vendrell.es,2025-05-08,5,1
59956,Avenida Santa Fe 2771,-34.690644,-58.418298,+34 800 075 609,calderonflorentino@hotmail.com,2025-10-21,10,1
59956,Calle Segurola 8934,-34.717019,-58.381796,+34700 43 43 40,perlita22@manjon.com,2025-07-15,7,1
59966,Calle Segurola 4383,-34.796411,-58.554962,+34746 35 40 50,marcelinoroda@yahoo.com,2025-07-23,7,1
59968,Calle Emilio Castro 8462,-34.651263,-58.580174,+34605 35 04 43,consuela10@yahoo.com,2025-05-16,5,1
59984,Avenida Cabildo 343,-34.78521,-58.550478,+34 682788804,maria-manuelapelayo@gmail.com,2025-08-15,8,1
59989,Avenida Gaona 8014,-34.785294,-58.329646,+34727095246,ycollado@yahoo.com,2025-10-18,10,1
59990,Calle 25 de Mayo 525,-34.636499,-58.456964,+34956 12 80 56,yespada@gmail.com,2025-08-30,8,1
59990,Calle Lavalle 7615,-34.618775,-58.515141,+34 718 55 15 54,gomilarosendo@gmail.com,2025-09-02,9,1
59992,Avenida Gaona 4290,-34.891601,-58.317452,+34818029631,mercadercarlota@hotmail.com,2025-05-01,5,1
59994,Avenida Directorio 2442,-34.876354,-58.470273,+34880 180 802,pruiz@gmail.com,2025-09-11,9,1
59998,Avenida Corrientes 2489,-34.82709,-58.58692,+34728668142,marqueznando@acero.es,2025-05-26,5,1
59999,Calle Emilio Castro 1196,-34.840664,-58.528282,+34 700 78 55 35,brunildacasanova@rossello-cabrera.com,2025-09-09,9,1
60003,Avenida Cabildo 8855,-34.769221,-58.596815,+34899 694 742,alamoheriberto@hotmail.com,2025-10-30,10,1
60005,Avenida Gaona 1004,-34.685904,-58.397881,+34 731 320 815,salvadorpablo@gmail.com,2025-07-28,7,1
60006,Avenida San Martín 4827,-34.604511,-58.479052,+34 693 010 481,edelmiro16@hotmail.com,2025-08-04,8,1
60015,Calle Rivera Indarte 9570,-34.677077,-58.436507,+34977128691,igimenez@carbajo-tirado.net,2025-09-09,9,1
60016,Avenida del Libertador 4362,-34.853851,-58.48976,+34737 023 371,orios@gimeno-cabeza.es,2025-09-08,9,1
60019,Calle Lavalle 9284,-34.877938,-58.43121,+34 730 118 550,pacoherranz@vina.es,2025-10-28,10,1
60024,Avenida Santa Fe 1072,-34.709541,-58.386348,+34720 49 01 53,ileana47@hotmail.com,2025-05-31,5,1
60028,Avenida Santa Fe 8781,-34.889769,-58.544151,+34 737025583,jordanacueto@molina.net,2025-05-17,5,1
60032,Avenida Gaona 8713,-34.673267,-58.523146,+34744 723 807,svillalobos@canellas.es,2025-05-09,5,1
60034,Calle Lavalle 5167,-34.734515,-58.404441,+34 922528374,onofrepatino@osorio.es,2025-10-15,10,1
60038,Calle Rivera Indarte 8717,-34.767282,-58.469919,+34720069132,sernacrescencia@cabanillas.es,2025-06-13,6,1
60046,Avenida Corrientes 7219,-34.670367,-58.568933,+34 602929656,verdejoedgar@yahoo.com,2025-05-13,5,1
60047,Avenida Cabildo 6131,-34.874695,-58.326806,+34 721 84 75 06,begonamata@berrocal.es,2025-08-13,8,1
60048,Avenida Juan B. Justo 237,-34.688191,-58.387952,+34619141196,estevezgerardo@andres-guardia.es,2025-10-01,10,1
60052,Calle 25 de Mayo 9699,-34.655838,-58.527606,+34706 450 861,lucianolanda@tamarit-adadia.es,2025-09-23,9,1
60054,Avenida Rivadavia 3338,-34.718812,-58.427599,+34 703 00 05 17,sol20@cerda.net,2025-05-14,5,1
60055,Avenida Cabildo 4669,-34.815802,-58.539068,+34717 95 59 57,guijarromanu@maestre.net,2025-08-04,8,1
60057,Avenida Directorio 5958,-34.840477,-58.595955,+34736 643 321,felipearenas@hotmail.com,2025-08-22,8,1
60057,Calle Segurola 4312,-34.69531,-58.458278,+34749821751,ugaya@gmail.com,2025-09-11,9,1
60058,Avenida Directorio 1704,-34.643919,-58.437153,+34 730 237 602,quesadajavi@torrent.com,2025-09-02,9,1
60069,Avenida Juan B. Justo 8326,-34.655986,-58.569466,+34718 65 36 36,iborragraciana@canizares-melendez.com,2025-07-12,7,1
60070,Avenida del Libertador 4501,-34.884855,-58.39817,+34985 76 82 27,vilmapina@verdejo-salcedo.org,2025-07-25,7,1
60071,Calle Segurola 4427,-34.885375,-58.32768,+34 679 598 861,raquellara@yahoo.com,2025-10-13,10,1
60078,Calle Emilio Castro 9751,-34.737464,-58.42747,+34 726522438,sebastian82@yahoo.com,2025-10-11,10,1
60081,Calle 25 de Mayo 3679,-34.655551,-58.361837,+34 722697799,filomena76@cueto.es,2025-05-23,5,1
60083,Avenida Corrientes 713,-34.885778,-58.56869,+34825 170 357,ainoahidalgo@hotmail.com,2025-06-30,6,1
60086,Avenida Directorio 6824,-34.780212,-58.493216,+34 734229929,zpou@santos-sarabia.es,2025-10-25,10,1
60091,Avenida Santa Fe 9112,-34.884684,-58.466302,+34893 10 67 47,haroezequiel@yahoo.com,2025-05-23,5,1
60091,Calle Emilio Castro 7814,-34.657765,-58.530849,+34730 288 930,lastraeva@gmail.com,2025-10-07,10,1
60092,Avenida del Libertador 746,-34.812349,-58.381218,+34848198180,xsotelo@moles.com,2025-07-25,7,1
60092,Calle Emilio Castro 1751,-34.650189,-58.577257,+34721 42 09 52,currorodriguez@gmail.com,2025-07-29,7,1
60098,Avenida Juan B. Justo 9780,-34.827927,-58.458371,+34 712 52 70 45,lcarpio@saenz.com,2025-09-02,9,1
60100,Avenida San Martín 3137,-34.61766,-58.587208,+34742459093,corona21@pina.com,2025-05-14,5,1
60100,Calle 25 de Mayo 9463,-34.88138,-58.450628,+34 704 85 43 94,barbara02@villena-colomer.es,2025-08-09,8,1
60104,Calle Segurola 9600,-34.775617,-58.322242,+34709 968 408,qcerezo@gmail.com,2025-06-25,6,1
60107,Calle Lavalle 272,-34.672394,-58.496729,+34 733 97 13 32,zroldan@hotmail.com,2025-06-24,6,1
60108,Calle Segurola 2359,-34.74653,-58.439793,+34 930 912 602,maciasjuan-manuel@yahoo.com,2025-05-27,5,1
60115,Calle Belgrano 2686,-34.857393,-58.442623,+34 731761022,eulalia98@monreal.net,2025-10-06,10,1
60116,Avenida Corrientes 625,-34.761841,-58.387351,+34713 18 46 60,manuelnerea@vera-santiago.com,2025-10-07,10,1
60119,Avenida Santa Fe 392,-34.612561,-58.329403,+34720437342,fcontreras@yahoo.com,2025-05-13,5,1
60120,Calle Lavalle 674,-34.717833,-58.355907,+34680 33 43 96,jdomingo@gmail.com,2025-09-22,9,1
60124,Avenida Directorio 9381,-34.847609,-58.452425,+34726267657,olivia08@yahoo.com,2025-10-11,10,1
60137,Calle Yrigoyen 8008,-34.852432,-58.517584,+34 727 807 169,jgallardo@alegre.org,2025-10-17,10,1
60145,Calle Segurola 2451,-34.611733,-58.563658,+34705049218,jose00@gmail.com,2025-07-18,7,1
60161,Calle Belgrano 3518,-34.816076,-58.350948,+34857624727,arenasaurelia@hotmail.com,2025-05-12,5,1
60163,Avenida Directorio 8836,-34.702527,-58.326576,+34 644069838,murciaeli@gmail.com,2025-05-24,5,1
60177,Avenida Rivadavia 6774,-34.620723,-58.471396,+34744 326 185,sfortuny@minguez-paez.es,2025-08-08,8,1
60178,Calle Lavalle 492,-34.784295,-58.524884,+34703 513 408,xmartin@blazquez-rovira.es,2025-05-27,5,1
60180,Avenida Corrientes 839,-34.742845,-58.470292,+34 674168303,ipalma@gmail.com,2025-08-06,8,1
60182,Calle Segurola 2884,-34.644545,-58.552847,+34733 555 832,carvajalrafaela@hotmail.com,2025-05-01,5,1
60183,Calle Emilio Castro 2280,-34.802956,-58.339237,+34925 96 07 28,severinoamor@romeu.com,2025-09-16,9,1
60185,Calle Belgrano 1428,-34.650637,-58.376574,+34 702 73 71 82,victorianotoledo@hotmail.com,2025-06-18,6,1
60194,Calle Rivera Indarte 6997,-34.892303,-58.533534,+34 740 64 84 56,ofelia83@gmail.com,2025-07-30,7,1
60196,Avenida Rivadavia 2137,-34.739237,-58.437406,+34713 996 604,ricardamateo@ortega.es,2025-08-09,8,1
60197,Avenida Cabildo 8608,-34.700048,-58.572486,+34 713 809 176,paulina55@juan.es,2025-10-03,10,1
60205,Avenida Rivadavia 7746,-34.643999,-58.556432,+34618 433 366,martinezanastasio@reig.com,2025-10-25,10,1
60207,Avenida Santa Fe 3781,-34.773551,-58.483628,+34 732682123,duranvirgilio@gmail.com,2025-06-17,6,1
60213,Calle Rivera Indarte 477,-34.684998,-58.396945,+34 705 446 356,jose-ignacionavarrete@yahoo.com,2025-05-27,5,1
60217,Avenida del Libertador 6027,-34.665419,-58.478518,+34 701 838 666,daniela81@gmail.com,2025-09-17,9,1
60228,Calle Yrigoyen 9072,-34.791135,-58.579028,+34 936 92 04 56,hledesma@gimenez-echeverria.net,2025-10-25,10,1
60229,Avenida Corrientes 7588,-34.828876,-58.52425,+34 994 294 294,federico19@barbero-milla.net,2025-05-21,5,1
60233,Calle 25 de Mayo 7185,-34.70579,-58.540527,+34734900930,leyrebusquets@padilla-albero.com,2025-07-17,7,1
60235,Calle Emilio Castro 5126,-34.689699,-58.411753,+34729 141 088,odiez@jordan-conde.org,2025-09-15,9,1
60236,Avenida San Martín 809,-34.898253,-58.536245,+34 736 951 005,mateobarbero@yahoo.com,2025-10-11,10,1
60238,Calle Emilio Castro 543,-34.887482,-58.38272,+34 671 04 73 43,ana-sofia88@rozas.net,2025-08-20,8,1
60243,Calle Belgrano 8800,-34.680681,-58.388428,+34715 49 66 70,isidrocabezas@yahoo.com,2025-09-30,9,1
60244,Avenida Corrientes 4477,-34.89667,-58.55114,+34967 97 80 61,laura81@hotmail.com,2025-06-07,6,1
60245,Avenida Rivadavia 4346,-34.784874,-58.430518,+34 746 981 051,smarti@barranco.es,2025-08-06,8,1
60251,Avenida Juan B. Justo 3452,-34.787394,-58.364514,+34723 574 741,madrigalromulo@yahoo.com,2025-09-25,9,1
60252,Calle Yrigoyen 7954,-34.70704,-58.503155,+34842 072 804,adela48@riba-cantero.com,2025-06-24,6,1
60254,Avenida Juan B. Justo 2168,-34.758382,-58.595732,+34 726 39 25 49,segoviaalfonso@girona.org,2025-06-11,6,1
60265,Avenida Directorio 845,-34.728588,-58.325342,+34 719 57 28 92,agata29@hotmail.com,2025-07-21,7,1
60271,Avenida del Libertador 2096,-34.751229,-58.409709,+34669490065,javi71@gmail.com,2025-07-10,7,1
60272,Avenida Juan B. Justo 3165,-34.615595,-58.431744,+34 723 113 984,julia11@sotelo.es,2025-10-10,10,1
60275,Avenida Santa Fe 5174,-34.700657,-58.506274,+34969363199,cosme95@cabo.es,2025-06-05,6,1
60286,Avenida Corrientes 7657,-34.615504,-58.368841,+34 807 82 65 11,ncampos@hotmail.com,2025-07-24,7,1
60286,Avenida del Libertador 5700,-34.815545,-58.483585,+34870128015,guiomarblanca@reyes.org,2025-10-17,10,1
60289,Avenida Juan B. Justo 917,-34.654757,-58.45409,+34 712 781 559,omar63@espana.es,2025-06-23,6,1
60296,Calle Lavalle 9393,-34.863549,-58.59133,+34907 13 40 74,festevez@cruz-moreno.es,2025-05-02,5,1
60297,Calle Segurola 6091,-34.72726,-58.519503,+34893 87 10 63,jovita24@yahoo.com,2025-06-10,6,1
60298,Calle 25 de Mayo 5610,-34.694085,-58.425666,+34812943055,primitivaguzman@gmail.com,2025-09-30,9,1
60299,Calle Emilio Castro 7150,-34.800625,-58.312016,+34881 402 108,chus15@hidalgo-perera.com,2025-05-07,5,1
60302,Avenida Corrientes 7937,-34.804602,-58.434588,+34724801476,pintornydia@cuadrado-ortega.com,2025-07-23,7,1
60312,Avenida San Martín 6738,-34.630838,-58.411439,+34 716914049,ezequiel84@hotmail.com,2025-06-26,6,1
60312,Calle Segurola 9171,-34.662792,-58.469252,+34 715232825,zgiralt@yahoo.com,2025-09-30,9,1
60314,Avenida Gaona 8985,-34.685408,-58.428305,+34 744 006 516,sanzbernardino@yahoo.com,2025-09-23,9,1
60318,Avenida Rivadavia 6117,-34.755469,-58.460638,+34980 508 388,jgarate@oliver-reina.com,2025-07-23,7,1
60319,Avenida Corrientes 6633,-34.837633,-58.381968,+34 964487696,jrebollo@gmail.com,2025-06-11,6,1
60323,Calle Belgrano 1157,-34.881157,-58.53734,+34 722 771 692,zcepeda@camino.es,2025-10-04,10,1
60327,Avenida Gaona 8179,-34.753955,-58.434097,+34702717164,molinaflorina@morata-sanjuan.org,2025-08-13,8,1
60333,Avenida Corrientes 4856,-34.620766,-58.357822,+34722730407,salommanuela@yahoo.com,2025-10-08,10,1
60338,Calle Rivera Indarte 3974,-34.654416,-58.32147,+34663 561 708,danielavazquez@gmail.com,2025-10-31,10,1
60342,Avenida Rivadavia 1936,-34.721124,-58.44808,+34639649201,palcantara@toledo.org,2025-06-18,6,1
60346,Avenida San Martín 1580,-34.72464,-58.380024,+34602634096,calixtagoni@milla.org,2025-05-30,5,1
60354,Avenida Directorio 162,-34.664911,-58.520652,+34626 66 16 73,juan-francisco48@yahoo.com,2025-08-11,8,1
60362,Calle Emilio Castro 4196,-34.706191,-58.326145,+34 729837592,conrado56@yahoo.com,2025-08-19,8,1
60366,Calle 25 de Mayo 1193,-34.892092,-58.394144,+34865 71 14 50,beatrizramirez@yahoo.com,2025-09-22,9,1
60367,Calle Lavalle 104,-34.688333,-58.560381,+34 648 71 54 30,kroldan@noguera.net,2025-09-09,9,1
60371,Calle Yrigoyen 2936,-34.60315,-58.438406,+34918762332,martorelledelmira@gmail.com,2025-06-25,6,1
60373,Avenida San Martín 8217,-34.769789,-58.518095,+34 704 21 53 45,osvaldo24@paez.es,2025-06-09,6,1
60374,Avenida Directorio 3528,-34.84356,-58.303666,+34 677 521 814,pilararagones@sandoval-anton.com,2025-07-14,7,1
60377,Avenida Cabildo 692,-34.750788,-58.404915,+34 610 758 212,bmontenegro@nogueira.es,2025-09-11,9,1
60381,Avenida Juan B. Justo 7436,-34.830914,-58.562132,+34712 90 00 72,leivarufino@gmail.com,2025-07-03,7,1
60384,Avenida Juan B. Justo 9071,-34.766857,-58.489693,+34 707735496,sparejo@gmail.com,2025-07-30,7,1
60386,Calle Yrigoyen 7897,-34.668128,-58.592809,+34 724 923 284,xmillan@hotmail.com,2025-06-12,6,1
60399,Calle Emilio Castro 5603,-34.651884,-58.374947,+34744681165,martin81@conde.com,2025-08-14,8,1
60400,Avenida Corrientes 3717,-34.752277,-58.338333,+34 639 079 371,carlos33@gmail.com,2025-10-04,10,1
60400,Calle Emilio Castro 6228,-34.646967,-58.526837,+34 733381980,htamayo@calderon-mir.es,2025-07-31,7,1
60403,Calle Belgrano 7556,-34.636399,-58.444304,+34952325887,bernardita81@gmail.com,2025-07-22,7,1
60406,Calle Segurola 4544,-34.779847,-58.421866,+34719975586,amparoalberto@gmail.com,2025-07-03,7,1
60409,Avenida Cabildo 9178,-34.648261,-58.520607,+34957 749 254,primitivablanca@gmail.com,2025-05-13,5,1
60417,Calle Yrigoyen 5529,-34.692917,-58.312922,+34 891885224,marino59@manrique.net,2025-07-23,7,1
60422,Calle Emilio Castro 6186,-34.739619,-58.521533,+34 682 591 378,primitivo86@gmail.com,2025-05-31,5,1
60430,Avenida San Martín 3862,-34.62914,-58.417188,+34 744 044 012,jaimesolana@blazquez.es,2025-06-17,6,1
60435,Avenida Directorio 4121,-34.806586,-58.370273,+34 658 811 938,montoyadaniela@gmail.com,2025-05-23,5,1
60438,Avenida Directorio 2688,-34.881115,-58.441631,+34733 87 73 51,tzurita@zabala.net,2025-08-19,8,1
60438,Calle Rivera Indarte 8816,-34.822407,-58.324305,+34 718 32 70 44,rminguez@yahoo.com,2025-05-26,5,1
60442,Avenida Directorio 7029,-34.690007,-58.326736,+34961 821 017,domitilaposada@anaya.es,2025-06-02,6,1
60461,Calle Emilio Castro 9772,-34.719105,-58.370315,+34696688026,buenaventurabarco@hotmail.com,2025-10-07,10,1
60462,Calle Belgrano 6545,-34.898547,-58.404221,+34721583689,emigdioguerrero@yahoo.com,2025-07-30,7,1
60463,Avenida Directorio 9572,-34.605367,-58.378056,+34 967 190 209,selena69@seco.com,2025-09-11,9,1
60473,Avenida Directorio 2042,-34.848659,-58.577659,+34993104268,callejaolivia@gmail.com,2025-10-02,10,1
60474,Avenida Santa Fe 7716,-34.804883,-58.465133,+34687 33 34 62,sevillaricarda@hotmail.com,2025-09-29,9,1
60474,Calle Belgrano 8186,-34.689773,-58.415933,+34712 11 05 86,herreranoemi@munoz.com,2025-09-24,9,1
60474,Calle Belgrano 975,-34.661439,-58.578116,+34713 953 556,emilio71@hotmail.com,2025-05-08,5,1
60485,Avenida Cabildo 4438,-34.850629,-58.446686,+34 657 995 319,carlitomanjon@granados.com,2025-06-12,6,1
60492,Calle Yrigoyen 7475,-34.896567,-58.430943,+34988 33 99 59,belmontedionisio@yahoo.com,2025-10-04,10,1
60496,Avenida Directorio 574,-34.819027,-58.359765,+34 717 928 960,reginagarcia@yahoo.com,2025-10-17,10,1
60496,Avenida San Martín 5150,-34.844727,-58.481963,+34713 376 955,albinasanz@gabaldon.org,2025-10-29,10,1
60500,Avenida Corrientes 6548,-34.638251,-58.50951,+34741 59 41 35,pastor74@gmail.com,2025-06-03,6,1
60504,Avenida Cabildo 7461,-34.86249,-58.336944,+34814 915 142,icalatayud@moya-arnaiz.com,2025-05-16,5,1
60509,Avenida Gaona 379,-34.841642,-58.331878,+34 718 115 904,rodaximena@gmail.com,2025-10-11,10,1
60510,Avenida Rivadavia 7250,-34.673708,-58.534252,+34 883 599 461,stamayo@corral.com,2025-05-23,5,1
60512,Avenida Corrientes 4364,-34.801844,-58.597754,+34 703 286 980,gallardopepito@gmail.com,2025-07-05,7,1
60518,Avenida San Martín 400,-34.692167,-58.453824,+34846 45 22 07,vferrandez@ordonez.es,2025-09-16,9,1
60527,Calle 25 de Mayo 853,-34.622241,-58.35264,+34 744 79 09 54,luisa46@gmail.com,2025-08-07,8,1
60533,Calle Segurola 5069,-34.76347,-58.450386,+34737317306,sestevez@gmail.com,2025-10-27,10,1
60535,Avenida Juan B. Justo 8036,-34.79337,-58.552875,+34 923 19 24 47,juanita92@iriarte-canals.es,2025-08-12,8,1
60537,Avenida Gaona 9609,-34.736846,-58.385548,+34748 84 81 00,rosa90@berrocal-rius.com,2025-08-15,8,1
60539,Avenida Directorio 5293,-34.634556,-58.56392,+34747 87 34 65,lucio34@gmail.com,2025-09-16,9,1
60545,Calle Segurola 8055,-34.771546,-58.318203,+34 734 861 338,luciano47@gmail.com,2025-10-03,10,1
60547,Avenida Corrientes 2490,-34.713769,-58.479574,+34740065791,solpavon@medina.es,2025-09-10,9,1
60551,Calle Rivera Indarte 5732,-34.664809,-58.57784,+34859 748 342,josetenorio@garay.com,2025-09-11,9,1
60557,Avenida del Libertador 5087,-34.756678,-58.418746,+34710 670 282,mauraortega@simo-marti.net,2025-05-05,5,1
60561,Avenida Directorio 6158,-34.763916,-58.486029,+34 733 662 440,samo@rivero.org,2025-08-27,8,1
60563,Calle 25 de Mayo 9072,-34.83754,-58.458938,+34 703 447 177,nazaretmelero@chamorro.es,2025-05-16,5,1
60565,Calle Yrigoyen 2829,-34.874465,-58.545509,+34 725 37 19 57,aarroyo@escudero.com,2025-05-15,5,1
60567,Avenida del Libertador 4822,-34.704986,-58.492592,+34 603786246,narcisa95@duran-llobet.com,2025-08-14,8,1
60568,Avenida Juan B. Justo 7384,-34.834235,-58.333089,+34890 41 27 72,loreto35@caparros.net,2025-05-13,5,1
60569,Calle Belgrano 2469,-34.701994,-58.488345,+34 704 40 13 21,sandracal@gmail.com,2025-05-12,5,1
60572,Avenida Directorio 9725,-34.800453,-58.595244,+34 907 55 00 03,fonsecaolalla@hotmail.com,2025-06-04,6,1
60573,Avenida Santa Fe 8758,-34.634623,-58.524987,+34744235490,benignaamoros@yahoo.com,2025-08-12,8,1
60574,Calle 25 de Mayo 4567,-34.617385,-58.373772,+34 705845214,puribe@gmail.com,2025-06-17,6,1
60579,Calle Belgrano 1956,-34.633566,-58.51456,+34720 369 405,dionisiapadilla@yahoo.com,2025-10-25,10,1
60584,Avenida Santa Fe 3043,-34.783935,-58.559331,+34724 337 792,mvillalobos@calvet-daza.es,2025-08-22,8,1
60585,Avenida del Libertador 1877,-34.772559,-58.326316,+34889 95 24 45,peinadoursula@hotmail.com,2025-09-30,9,1
60591,Avenida Corrientes 908,-34.896706,-58.56216,+34 745 58 89 70,domitilalosa@granados.net,2025-08-06,8,1
60599,Calle Belgrano 4576,-34.666511,-58.478583,+34733266020,rosacrescencia@hotmail.com,2025-07-02,7,1
60601,Calle Yrigoyen 2906,-34.820441,-58.478701,+34 714642086,ztalavera@giner.es,2025-09-25,9,1
60605,Avenida Santa Fe 8025,-34.892126,-58.585795,+34 942 62 74 10,lorenzoabilio@cabo.es,2025-05-16,5,1
60612,Calle Lavalle 9011,-34.841137,-58.321224,+34724 21 84 96,jmorante@gmail.com,2025-06-16,6,1
60614,Calle Belgrano 3961,-34.884486,-58.58462,+34965719592,tomeinigo@simo.es,2025-08-12,8,1
60617,Avenida Corrientes 3840,-34.80826,-58.492643,+34 722 279 765,carboamada@arnaiz-barbera.net,2025-10-16,10,1
60622,Avenida Gaona 5457,-34.751005,-58.351017,+34676 24 93 16,venceslas99@aguila.es,2025-08-28,8,1
60622,Calle 25 de Mayo 6847,-34.754876,-58.387458,+34864 977 999,yanezlilia@reguera.com,2025-09-11,9,1
60633,Calle Emilio Castro 8075,-34.780559,-58.513437,+34714384529,jordiadadia@rosado.net,2025-07-31,7,1
60646,Calle 25 de Mayo 9153,-34.672056,-58.330215,+34 741 14 84 67,eusebia04@hotmail.com,2025-08-26,8,1
60651,Avenida Directorio 8749,-34.879447,-58.305788,+34935 323 948,felipablanch@gmail.com,2025-08-15,8,1
60653,Avenida Directorio 2960,-34.703485,-58.459374,+34706899598,ndonaire@gmail.com,2025-09-10,9,1
60655,Avenida Corrientes 7957,-34.647402,-58.360511,+34724 18 39 46,teobaldoboix@yahoo.com,2025-08-29,8,1
60666,Avenida del Libertador 3149,-34.76961,-58.361816,+34 650 271 148,bernardo61@yahoo.com,2025-08-13,8,1
60670,Avenida San Martín 8841,-34.884286,-58.36301,+34956 22 64 93,samu01@yahoo.com,2025-09-02,9,1
60677,Calle Rivera Indarte 2544,-34.65213,-58.592545,+34737 022 659,nacho22@parra.es,2025-07-11,7,1
60680,Calle Emilio Castro 8094,-34.854131,-58.323257,+34730318813,maria-jose81@gmail.com,2025-10-02,10,1
60685,Avenida Gaona 8798,-34.772527,-58.450704,+34 733 16 43 04,pascualadora@calderon-cabanillas.com,2025-06-30,6,1
60691,Calle Emilio Castro 473,-34.855144,-58.514234,+34917946176,wcorrea@gmail.com,2025-05-13,5,1
60693,Avenida Directorio 8046,-34.629485,-58.548248,+34707 20 46 30,amparodalmau@yahoo.com,2025-09-25,9,1
